t_begin,soc begin[%],power[W]
2016-12-01 00:00:00,0.0,1.8369701987210297e-13
2016-12-01 00:01:00,7.271340369937409e-17,1.8369701987210297e-13
2016-12-01 00:02:00,1.4542680739874819e-16,1.8369701987210297e-13
2016-12-01 00:03:00,2.1814021109812228e-16,1.8369701987210297e-13
2016-12-01 00:04:00,2.9085361479749637e-16,1.8369701987210297e-13
2016-12-01 00:05:00,3.6356701849687046e-16,1.8369701987210297e-13
2016-12-01 00:06:00,4.3628042219624456e-16,1.8369701987210297e-13
2016-12-01 00:07:00,5.0899382589561865e-16,1.8369701987210297e-13
2016-12-01 00:08:00,5.817072295949927e-16,1.8369701987210297e-13
2016-12-01 00:09:00,6.544206332943668e-16,1.8369701987210297e-13
2016-12-01 00:10:00,7.271340369937409e-16,1.8369701987210297e-13
2016-12-01 00:11:00,7.99847440693115e-16,1.8369701987210297e-13
2016-12-01 00:12:00,8.725608443924891e-16,1.8369701987210297e-13
2016-12-01 00:13:00,9.452742480918631e-16,1.8369701987210297e-13
2016-12-01 00:14:00,1.0179876517912371e-15,1.8369701987210297e-13
2016-12-01 00:15:00,1.090701055490611e-15,1.8369701987210297e-13
2016-12-01 00:16:00,1.163414459189985e-15,1.8369701987210297e-13
2016-12-01 00:17:00,1.236127862889359e-15,1.8369701987210297e-13
2016-12-01 00:18:00,1.308841266588733e-15,1.8369701987210297e-13
2016-12-01 00:19:00,1.381554670288107e-15,1.8369701987210297e-13
2016-12-01 00:20:00,1.454268073987481e-15,1.8369701987210297e-13
2016-12-01 00:21:00,1.526981477686855e-15,1.8369701987210297e-13
2016-12-01 00:22:00,1.599694881386229e-15,1.8369701987210297e-13
2016-12-01 00:23:00,1.672408285085603e-15,1.8369701987210297e-13
2016-12-01 00:24:00,1.745121688784977e-15,1.8369701987210297e-13
2016-12-01 00:25:00,1.817835092484351e-15,1.8369701987210297e-13
2016-12-01 00:26:00,1.890548496183725e-15,1.8369701987210297e-13
2016-12-01 00:27:00,1.963261899883099e-15,1.8369701987210297e-13
2016-12-01 00:28:00,2.035975303582473e-15,1.8369701987210297e-13
2016-12-01 00:29:00,2.108688707281847e-15,1.8369701987210297e-13
2016-12-01 00:30:00,2.181402110981221e-15,1.8369701987210297e-13
2016-12-01 00:31:00,2.254115514680595e-15,1.8369701987210297e-13
2016-12-01 00:32:00,2.326828918379969e-15,1.8369701987210297e-13
2016-12-01 00:33:00,2.399542322079343e-15,1.8369701987210297e-13
2016-12-01 00:34:00,2.472255725778717e-15,1.8369701987210297e-13
2016-12-01 00:35:00,2.544969129478091e-15,1.8369701987210297e-13
2016-12-01 00:36:00,2.617682533177465e-15,1.8369701987210297e-13
2016-12-01 00:37:00,2.690395936876839e-15,1.8369701987210297e-13
2016-12-01 00:38:00,2.763109340576213e-15,1.8369701987210297e-13
2016-12-01 00:39:00,2.835822744275587e-15,1.8369701987210297e-13
2016-12-01 00:40:00,2.908536147974961e-15,1.8369701987210297e-13
2016-12-01 00:41:00,2.981249551674335e-15,1.8369701987210297e-13
2016-12-01 00:42:00,3.053962955373709e-15,1.8369701987210297e-13
2016-12-01 00:43:00,3.126676359073083e-15,1.8369701987210297e-13
2016-12-01 00:44:00,3.199389762772457e-15,1.8369701987210297e-13
2016-12-01 00:45:00,3.272103166471831e-15,1.8369701987210297e-13
2016-12-01 00:46:00,3.344816570171205e-15,1.8369701987210297e-13
2016-12-01 00:47:00,3.417529973870579e-15,1.8369701987210297e-13
2016-12-01 00:48:00,3.490243377569953e-15,1.8369701987210297e-13
2016-12-01 00:49:00,3.562956781269327e-15,1.8369701987210297e-13
2016-12-01 00:50:00,3.635670184968701e-15,1.8369701987210297e-13
2016-12-01 00:51:00,3.708383588668075e-15,1.8369701987210297e-13
2016-12-01 00:52:00,3.781096992367449e-15,1.8369701987210297e-13
2016-12-01 00:53:00,3.853810396066823e-15,1.8369701987210297e-13
2016-12-01 00:54:00,3.926523799766197e-15,1.8369701987210297e-13
2016-12-01 00:55:00,3.999237203465571e-15,1.8369701987210297e-13
2016-12-01 00:56:00,4.071950607164945e-15,1.8369701987210297e-13
2016-12-01 00:57:00,4.144664010864319e-15,1.8369701987210297e-13
2016-12-01 00:58:00,4.217377414563693e-15,1.8369701987210297e-13
2016-12-01 00:59:00,4.290090818263067e-15,1.8369701987210297e-13
2016-12-01 01:00:00,4.362804221962441e-15,1.8369701987210297e-13
2016-12-01 01:01:00,4.435517625661815e-15,1.8369701987210297e-13
2016-12-01 01:02:00,4.508231029361189e-15,1.8369701987210297e-13
2016-12-01 01:03:00,4.580944433060563e-15,1.8369701987210297e-13
2016-12-01 01:04:00,4.653657836759937e-15,1.8369701987210297e-13
2016-12-01 01:05:00,4.726371240459311e-15,1.8369701987210297e-13
2016-12-01 01:06:00,4.799084644158685e-15,1.8369701987210297e-13
2016-12-01 01:07:00,4.871798047858059e-15,1.8369701987210297e-13
2016-12-01 01:08:00,4.944511451557433e-15,1.8369701987210297e-13
2016-12-01 01:09:00,5.017224855256807e-15,1.8369701987210297e-13
2016-12-01 01:10:00,5.089938258956181e-15,1.8369701987210297e-13
2016-12-01 01:11:00,5.162651662655555e-15,1.8369701987210297e-13
2016-12-01 01:12:00,5.235365066354929e-15,1.8369701987210297e-13
2016-12-01 01:13:00,5.308078470054303e-15,1.8369701987210297e-13
2016-12-01 01:14:00,5.380791873753677e-15,1.8369701987210297e-13
2016-12-01 01:15:00,5.453505277453051e-15,1.8369701987210297e-13
2016-12-01 01:16:00,5.526218681152425e-15,1.8369701987210297e-13
2016-12-01 01:17:00,5.598932084851799e-15,-1.1485706096780848e-12
2016-12-01 01:18:00,5.095173045519306e-15,1.8369701987210297e-13
2016-12-01 01:19:00,5.16788644921868e-15,1.8369701987210297e-13
2016-12-01 01:20:00,5.240599852918054e-15,1.8369701987210297e-13
2016-12-01 01:21:00,5.313313256617428e-15,1.8369701987210297e-13
2016-12-01 01:22:00,5.386026660316802e-15,1.8369701987210297e-13
2016-12-01 01:23:00,5.458740064016176e-15,1.8369701987210297e-13
2016-12-01 01:24:00,5.53145346771555e-15,1.8369701987210297e-13
2016-12-01 01:25:00,5.604166871414924e-15,-1.1485706096780848e-12
2016-12-01 01:26:00,5.100407832082431e-15,1.8369701987210297e-13
2016-12-01 01:27:00,5.173121235781805e-15,1.8369701987210297e-13
2016-12-01 01:28:00,5.245834639481179e-15,1.8369701987210297e-13
2016-12-01 01:29:00,5.318548043180553e-15,1.8369701987210297e-13
2016-12-01 01:30:00,5.391261446879927e-15,1.8369701987210297e-13
2016-12-01 01:31:00,5.463974850579301e-15,1.8369701987210297e-13
2016-12-01 01:32:00,5.536688254278675e-15,1.8369701987210297e-13
2016-12-01 01:33:00,5.609401657978049e-15,-1.1485706096780848e-12
2016-12-01 01:34:00,5.105642618645556e-15,1.8369701987210297e-13
2016-12-01 01:35:00,5.17835602234493e-15,1.8369701987210297e-13
2016-12-01 01:36:00,5.251069426044304e-15,1.8369701987210297e-13
2016-12-01 01:37:00,5.323782829743678e-15,1.8369701987210297e-13
2016-12-01 01:38:00,5.396496233443052e-15,1.8369701987210297e-13
2016-12-01 01:39:00,5.469209637142426e-15,1.8369701987210297e-13
2016-12-01 01:40:00,5.5419230408418e-15,1.8369701987210297e-13
2016-12-01 01:41:00,5.614636444541174e-15,-1.1485706096780848e-12
2016-12-01 01:42:00,5.110877405208681e-15,1.8369701987210297e-13
2016-12-01 01:43:00,5.183590808908055e-15,1.8369701987210297e-13
2016-12-01 01:44:00,5.256304212607429e-15,1.8369701987210297e-13
2016-12-01 01:45:00,5.329017616306803e-15,1.8369701987210297e-13
2016-12-01 01:46:00,5.401731020006177e-15,1.8369701987210297e-13
2016-12-01 01:47:00,5.474444423705551e-15,1.8369701987210297e-13
2016-12-01 01:48:00,5.547157827404925e-15,1.8369701987210297e-13
2016-12-01 01:49:00,5.619871231104299e-15,-1.1485706096780848e-12
2016-12-01 01:50:00,5.116112191771806e-15,1.8369701987210297e-13
2016-12-01 01:51:00,5.18882559547118e-15,1.8369701987210297e-13
2016-12-01 01:52:00,5.261538999170554e-15,1.8369701987210297e-13
2016-12-01 01:53:00,5.334252402869928e-15,1.8369701987210297e-13
2016-12-01 01:54:00,5.406965806569302e-15,1.8369701987210297e-13
2016-12-01 01:55:00,5.479679210268676e-15,1.8369701987210297e-13
2016-12-01 01:56:00,5.55239261396805e-15,-1.1485706096780848e-12
2016-12-01 01:57:00,5.048633574635557e-15,1.8369701987210297e-13
2016-12-01 01:58:00,5.121346978334931e-15,1.8369701987210297e-13
2016-12-01 01:59:00,5.194060382034305e-15,1.8369701987210297e-13
2016-12-01 02:00:00,5.266773785733679e-15,1.8369701987210297e-13
2016-12-01 02:01:00,5.339487189433053e-15,1.8369701987210297e-13
2016-12-01 02:02:00,5.412200593132427e-15,1.8369701987210297e-13
2016-12-01 02:03:00,5.484913996831801e-15,1.8369701987210297e-13
2016-12-01 02:04:00,5.557627400531175e-15,-1.1485706096780848e-12
2016-12-01 02:05:00,5.053868361198682e-15,1.8369701987210297e-13
2016-12-01 02:06:00,5.126581764898056e-15,1.8369701987210297e-13
2016-12-01 02:07:00,5.19929516859743e-15,1.8369701987210297e-13
2016-12-01 02:08:00,5.272008572296804e-15,1.8369701987210297e-13
2016-12-01 02:09:00,5.344721975996178e-15,1.8369701987210297e-13
2016-12-01 02:10:00,5.417435379695552e-15,1.8369701987210297e-13
2016-12-01 02:11:00,5.490148783394926e-15,1.8369701987210297e-13
2016-12-01 02:12:00,5.5628621870943e-15,-1.1485706096780848e-12
2016-12-01 02:13:00,5.059103147761807e-15,1.8369701987210297e-13
2016-12-01 02:14:00,5.131816551461181e-15,1.8369701987210297e-13
2016-12-01 02:15:00,5.204529955160555e-15,1.8369701987210297e-13
2016-12-01 02:16:00,5.277243358859929e-15,1.8369701987210297e-13
2016-12-01 02:17:00,5.349956762559303e-15,1.8369701987210297e-13
2016-12-01 02:18:00,5.422670166258677e-15,1.8369701987210297e-13
2016-12-01 02:19:00,5.495383569958051e-15,1.8369701987210297e-13
2016-12-01 02:20:00,5.568096973657425e-15,-1.1485706096780848e-12
2016-12-01 02:21:00,5.064337934324932e-15,1.8369701987210297e-13
2016-12-01 02:22:00,5.137051338024306e-15,1.8369701987210297e-13
2016-12-01 02:23:00,5.20976474172368e-15,1.8369701987210297e-13
2016-12-01 02:24:00,5.282478145423054e-15,1.8369701987210297e-13
2016-12-01 02:25:00,5.355191549122428e-15,1.8369701987210297e-13
2016-12-01 02:26:00,5.427904952821802e-15,1.8369701987210297e-13
2016-12-01 02:27:00,5.5006183565211756e-15,1.8369701987210297e-13
2016-12-01 02:28:00,5.5733317602205496e-15,-1.1485706096780848e-12
2016-12-01 02:29:00,5.0695727208880566e-15,1.8369701987210297e-13
2016-12-01 02:30:00,5.1422861245874306e-15,1.8369701987210297e-13
2016-12-01 02:31:00,5.2149995282868046e-15,1.8369701987210297e-13
2016-12-01 02:32:00,5.2877129319861786e-15,1.8369701987210297e-13
2016-12-01 02:33:00,5.3604263356855526e-15,1.8369701987210297e-13
2016-12-01 02:34:00,5.4331397393849265e-15,1.8369701987210297e-13
2016-12-01 02:35:00,5.5058531430843005e-15,1.8369701987210297e-13
2016-12-01 02:36:00,5.5785665467836745e-15,-1.1485706096780848e-12
2016-12-01 02:37:00,5.0748075074511815e-15,1.8369701987210297e-13
2016-12-01 02:38:00,5.1475209111505555e-15,1.8369701987210297e-13
2016-12-01 02:39:00,5.2202343148499295e-15,1.8369701987210297e-13
2016-12-01 02:40:00,5.2929477185493035e-15,1.8369701987210297e-13
2016-12-01 02:41:00,5.3656611222486775e-15,1.8369701987210297e-13
2016-12-01 02:42:00,5.4383745259480515e-15,1.8369701987210297e-13
2016-12-01 02:43:00,5.5110879296474255e-15,1.8369701987210297e-13
2016-12-01 02:44:00,5.5838013333467995e-15,-1.1485706096780848e-12
2016-12-01 02:45:00,5.0800422940143065e-15,1.8369701987210297e-13
2016-12-01 02:46:00,5.1527556977136805e-15,1.8369701987210297e-13
2016-12-01 02:47:00,5.2254691014130544e-15,1.8369701987210297e-13
2016-12-01 02:48:00,5.2981825051124284e-15,1.8369701987210297e-13
2016-12-01 02:49:00,5.3708959088118024e-15,1.8369701987210297e-13
2016-12-01 02:50:00,5.4436093125111764e-15,1.8369701987210297e-13
2016-12-01 02:51:00,5.5163227162105504e-15,1.8369701987210297e-13
2016-12-01 02:52:00,5.5890361199099244e-15,-1.1485706096780848e-12
2016-12-01 02:53:00,5.0852770805774314e-15,1.8369701987210297e-13
2016-12-01 02:54:00,5.157990484276805e-15,1.8369701987210297e-13
2016-12-01 02:55:00,5.230703887976179e-15,1.8369701987210297e-13
2016-12-01 02:56:00,5.303417291675553e-15,1.8369701987210297e-13
2016-12-01 02:57:00,5.376130695374927e-15,1.8369701987210297e-13
2016-12-01 02:58:00,5.448844099074301e-15,1.8369701987210297e-13
2016-12-01 02:59:00,5.521557502773675e-15,1.8369701987210297e-13
2016-12-01 03:00:00,5.594270906473049e-15,-1.1485706096780848e-12
2016-12-01 03:01:00,5.090511867140556e-15,1.8369701987210297e-13
2016-12-01 03:02:00,5.16322527083993e-15,1.8369701987210297e-13
2016-12-01 03:03:00,5.235938674539304e-15,1.8369701987210297e-13
2016-12-01 03:04:00,5.308652078238678e-15,1.8369701987210297e-13
2016-12-01 03:05:00,5.381365481938052e-15,1.8369701987210297e-13
2016-12-01 03:06:00,5.454078885637426e-15,1.8369701987210297e-13
2016-12-01 03:07:00,5.5267922893368e-15,1.8369701987210297e-13
2016-12-01 03:08:00,5.599505693036174e-15,-1.1485706096780848e-12
2016-12-01 03:09:00,5.095746653703681e-15,1.8369701987210297e-13
2016-12-01 03:10:00,5.168460057403055e-15,1.8369701987210297e-13
